Date,Description,Amount
12/31/2024,AMAZON.COM          AMZN.COM/BILL       WA,-17.98
12/27/2024,AMAZON MARKEPLACE NA PA,10.69
12/19/2024,AMAZON.COM          AMZN.COM/BILL       WA,17.98
12/16/2024,TEMU.COM            WILMINGTON          DE,13.54
12/10/2024,TEMU.COM            TEMU.COM            DE,14.42
12/07/2024,BEST BUY      006882PALM BEACH GA       FL,-320.99
12/01/2024,BESTBUYCOM8069975557RICHFIELD           MN,320.99
11/30/2024,AplPay TEMU.COM     TEMU.COM            DE,-23.20
11/30/2024,AplPay TEMU.COM     TEMU.COM            DE,23.20
11/30/2024,HSN*HSN             800-933-2887        FL,42.79
11/29/2024,AplPay TEMU.COM     TEMU.COM            DE,22.40
11/28/2024,MOBILE PAYMENT - THANK YOU,-25.20
11/20/2024,AMAZON.COM          AMZN.COM/BILL       WA,6.90
10/31/2024,TURO INC.* TRIP OCT SAN FRANCISCO       CA,25.20
10/03/2024,MOBILE PAYMENT - THANK YOU,-49.75
09/22/2024,WAL-MART SUPERCENTERLAKE PARK           FL,-17.06
09/16/2024,AplPay BT*TEMU.COM  BOSTON              MA,19.87
09/16/2024,SUNPASS*ACC121623655888-865-5352        FL,10.00
09/15/2024,SUNPASS*ACC121623655888-865-5352        FL,10.00
09/13/2024,BT*TEMU.COM         BOSTON              MA,-13.09
09/13/2024,BT*TEMU.COM         BOSTON              MA,13.09
09/03/2024,BT*TEMU.COM         BOSTON              MA,26.94
08/29/2024,MOBILE PAYMENT - THANK YOU,-0.62
08/26/2024,ONLINE PAYMENT - THANK YOU,-40.00
08/26/2024,YOUR CASH REWARD/REFUND IS,-115.00
08/25/2024,WAL-MART SUPERCENTERLAKE PARK           FL,-5.33
08/05/2024,WAL-MART SUPERCENTERLAKE PARK           FL,49.55
07/31/2024,WAL-MART SUPERCENTERLAKE PARK           FL,11.30
07/28/2024,AMAZON.COM          AMZN.COM/BILL       WA,24.08
07/26/2024,WAL-MART SUPERCENTERLAKE PARK           FL,51.34
07/25/2024,WAL-MART SUPERCENTERLAKE PARK           FL,-22.41
07/25/2024,WAL-MART SUPERCENTERLAKE PARK           FL,30.35
07/23/2024,WAL-MART SUPERCENTERLAKE PARK           FL,16.74
07/22/2024,MOBILE PAYMENT - THANK YOU,-112.90
07/13/2024,WALMART.COM AA 099208009666546          AR,21.14
07/09/2024,AMAZON.COM          AMZN.COM/BILL       WA,-24.08
07/06/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,96.51
07/04/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,5.46
07/03/2024,AMAZON.COM          AMZN.COM/BILL       WA,-24.08
07/03/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,28.32
06/28/2024,WAL-MART SUPERCENTERLAKE PARK           FL,9.63
06/26/2024,MOBILE PAYMENT - THANK YOU,-635.36
06/23/2024,AMAZON MARKEPLACE NA PA,10.69
06/22/2024,AMAZON MARKEPLACE NA PA,3.73
06/19/2024,WAL-MART SUPERCENTERJUPITER             FL,51.26
06/17/2024,AMAZON.COM          AMZN.COM/BILL       WA,48.16
06/16/2024,SAM'S CLUB 8157     W. PALM BEACH       FL,30.42
06/14/2024,AMAZON MARKEPLACE NA PA,9.96
06/14/2024,AMAZON MARKEPLACE NA PA,9.98
06/14/2024,WAL-MART SUPERCENTERLAKE PARK           FL,13.28
06/13/2024,AMAZON MARKEPLACE NA PA,16.04
06/13/2024,ONLINE PAYMENT - THANK YOU,-500.00
06/13/2024,SAM'S CLUB 8157     W. PALM BEACH       FL,-8.98
06/13/2024,SAM'S CLUB 8157     W. PALM BEACH       FL,16.83
06/09/2024,AplPay MEDITERRANEANMIAMI BEACH         FL,78.27
06/09/2024,AplPay PUBLIX       WEST PALM BEACH     FL,27.63
06/08/2024,SUNPASS OPERATIONS  BOCA RATON          FL,10.00
06/07/2024,AplPay TROPICAL FARMWEST PALM BEA       FL,1.99
06/07/2024,WAL-MART SUPERCENTERLAKE PARK           FL,1.36
06/07/2024,WALMART.COM AA 099208009666546          AR,1.07
06/07/2024,WALMART.COM AA 099208009666546          AR,2.14
06/06/2024,AMAZON MARKEPLACE NA PA,11.49
06/06/2024,AplPay CHEVRON 03772WEST PALM BEACH     FL,36.35
06/06/2024,SPICE OF INDIA - WESWEST PALM BEA       FL,29.58
