Date,Description,Amount
9/26/2025,AMAZON MARKEPLACE NA PA,14.97
9/24/2025,WAL-MART SUPERCENTERLAKE PARK           FL,-11.41
9/24/2025,WAL-MART SUPERCENTERLAKE PARK           FL,-4.15
9/24/2025,WAL-MART SUPERCENTERLAKE PARK           FL,9.4
9/21/2025,BATHANDBODYWORKS.COM,19.1
9/18/2025,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-59.99
9/18/2025,ONLINE PAYMENT - THANK YOU,-382.56
9/15/2025,AMAZON MARKEPLACE NA PA,6.82
9/12/2025,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-42.74
9/12/2025,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-37.99
9/12/2025,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-14.97
9/9/2025,AMAZON MARKEPLACE NA PA,6.41
9/8/2025,AMAZON MARKEPLACE NA PA,4.48
9/8/2025,AMAZON MARKEPLACE NA PA,10.69
9/5/2025,MOBILE PAYMENT - THANK YOU,-1126.3
9/4/2025,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-30.89
9/4/2025,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-11.12
9/3/2025,WALMART.COM         WALMART.COM         AR,3.41
9/2/2025,AMAZON MARKEPLACE NA PA,6.41
9/2/2025,RICE AND NOODLE     561-623-0102        FL,11.65
9/1/2025,MOBILE PAYMENT - THANK YOU,-40
8/31/2025,CITY OF NAPLES 71820NAPLES              FL,2.75
8/31/2025,CITY OF NAPLES 71820NAPLES              FL,12.75
8/29/2025,AMAZON MARKEPLACE NA PA,11.12
8/29/2025,AMAZON MARKEPLACE NA PA,140.72
8/28/2025,AMAZON MARKEPLACE NA PA,7.27
8/28/2025,AMAZON MARKEPLACE NA PA,19.99
8/27/2025,PALM BEACH* PALM BEAPALM BEACH GARDENS  FL,252
8/26/2025,PURE FLORIDA        NAPLES              FL,26
8/23/2025,AMAZON MARKEPLACE NA PA,9.49
8/19/2025,AplPay BT*TEMU.COM  BOSTON              MA,3.08
8/19/2025,AplPay BT*TEMU.COM  BOSTON              MA,4.99
8/19/2025,AplPay BT*TEMU.COM  BOSTON              MA,34.88
8/18/2025,WALMART.COM         BENTONVILLE         AR,-179.76
8/17/2025,AMAZON MARKEPLACE NA PA,14.97
8/16/2025,CINEMARK            PLANO               TX,12.83
8/16/2025,CINEMARK            PLANO               TX,252.52
8/16/2025,VSI*PBC PARKS WEB   LAKE WORTH          FL,60
8/12/2025,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-12.83
8/12/2025,WAL-MART SUPERCENTERLAKE PARK           FL,4.72
8/10/2025,WAL-MART SUPERCENTERLAKE PARK           FL,10.67
8/9/2025,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-27.81
8/9/2025,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-16.35
8/9/2025,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-13.34
8/9/2025,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-11.78
8/9/2025,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-7.48
8/9/2025,AMAZON MARKEPLACE NA PA,30.89
8/9/2025,WAL-MART SUPERCENTERLAKE PARK           FL,-37.42
8/9/2025,WAL-MART SUPERCENTERLAKE PARK           FL,-6.03
8/9/2025,WAL-MART SUPERCENTERLAKE PARK           FL,17.83
8/6/2025,AMAZON MARKEPLACE NA PA,9.99
8/6/2025,AMAZON.COM          AMZN.COM/BILL       WA,5.36
8/6/2025,WAL-MART SUPERCENTERLAKE PARK           FL,44.44
8/3/2025,WAL-MART SUPERCENTERLAKE PARK           FL,7.29
8/2/2025,WAL-MART SUPERCENTERLAKE PARK           FL,25.41
8/1/2025,WAL-MART SUPERCENTERLAKE PARK           FL,15.36
7/31/2025,AplPay DOLLARTREE 00NORTH PALM BE       FL,11.77
7/30/2025,WALMART.COM         WALMART.COM         AR,10.42
7/29/2025,AMAZON MARKEPLACE NA PA,13.61
7/29/2025,WAL-MART SUPERCENTERWEST PALM BEACH     FL,17.1
7/28/2025,AMAZON MARKEPLACE NA PA,12.83
7/27/2025,AplPay TARGET.COM   BROOKLYN PARK       MN,-15.42
7/25/2025,AMAZON MARKEPLACE NA PA,11.78
7/25/2025,AplPay DOLLAR TREE 0LAKE PARK           FL,10.43
7/25/2025,WAL-MART SUPERCENTERLAKE PARK           FL,26.29
7/24/2025,AMAZON MARKEPLACE NA PA,10.69
7/23/2025,WAL-MART SUPERCENTERLAKE PARK           FL,5.4
7/22/2025,ONLINE PAYMENT - THANK YOU,-40
7/22/2025,SAM'S CLUB 8157 8157W. PALM BEACH       FL,55.77
7/21/2025,AMAZON MARKEPLACE NA PA,13.34
7/21/2025,AMAZON MARKEPLACE NA PA,13.34
7/19/2025,AplPay TOP OF THE FA716-278-0337        NY,7.55
7/19/2025,SAM'S CLUB FUEL 6406NIAGARA FALLS       NY,31.02
7/19/2025,WAL-MART SUPERCENTERNIAGARA FALLS       NY,29.29
7/16/2025,AMAZON MARKEPLACE NA PA,7.48
7/16/2025,SAM'S CLUB 8157 8157W. PALM BEACH       FL,8.54
7/13/2025,AMAZON MARKEPLACE NA PA,16.04
7/13/2025,CROCS RETAIL        NIWOT               CO,-74.88
7/12/2025,AMAZON.COM          AMZN.COM/BILL       WA,16.04
7/12/2025,WAL-MART SUPERCENTERLAKE PARK           FL,6.97
7/11/2025,AMAZON MARKEPLACE NA PA,27.81
7/10/2025,AMAZON.COM          AMZN.COM/BILL       WA,8.55
7/10/2025,AMAZON.COM          AMZN.COM/BILL       WA,12.82
7/9/2025,AMAZON MARKEPLACE NA PA,10.15
7/9/2025,AMAZON MARKEPLACE NA PA,16.35
7/9/2025,AMAZON.COM          AMZN.COM/BILL       WA,16.04
7/9/2025,YOUR CASH REWARD/REFUND IS,-64
7/8/2025,AplPay TARGET.COM   BROOKLYN PARK       MN,15.42
7/8/2025,WALMART.COM         WALMART.COM         AR,4.25
7/7/2025,WALMART.COM         WALMART.COM         AR,4.25
7/3/2025,AplPay BT*TEMU.COM  BOSTON              MA,1.05
7/2/2025,SAM'S CLUB 8157 8157W. PALM BEACH       FL,85.18
7/2/2025,WAL-MART SUPERCENTERWEST PALM BEACH     FL,26.37
7/1/2025,WAL-MART SUPERCENTERLAKE PARK           FL,-26.72
7/1/2025,WAL-MART SUPERCENTERLAKE PARK           FL,3.28
7/1/2025,WAL-MART SUPERCENTERLAKE PARK           FL,26.34
6/30/2025,CROCS RETAIL        NIWOT               CO,74.88
6/30/2025,ONLINE PAYMENT - THANK YOU,-40
6/28/2025,AMAZON MARKEPLACE NA PA,10.69
